A	@@@noun::e
fly	@@@noun::makKI/baMsI_meM_lagAne_kA_cArA@@@noun::udZAna_praSikRaka/makKI/havAI_praSikRaka/pEMta_meM_jZipa_lagAne_kI_jagaha/wambU_kA_xaravAjZA@@@verb::xruwagawi_meM_calanA/vimAna_yatrA_karanA/vimAna_xvArA_le_jAnA/vimAna_xvArA_BejanA/vimAna_udZAnA/vimAna_kA_mArganirxeSana_karanA/udZAna_BaranA/udZAnA/udZanA/uCAlanA/PadZaPadZAnA/padZanA/laharAnA/laharanA/jalxI_se_jAnA/havaI_jahAjZa_meM_jAnA/havAI_jahajEYa_meM_jAnA/hadZabadZAnA/calAnA/bIwanA/balle_se_uCAlanA/BAga_nikalanA/BAga_jAnAnA/PaharAnA/wejZa_raPwAra_se_jAnA/BAganA
flycatcher	@@@noun::SalaBARa
flyer	@@@noun::xruwa_AraMBa/vimAna_cAlaka/udZAkA/pracAra-parcI/havAI_jahAjZa_kA_cAlaka/havAI_yAwrI/udZAne_vAlA/udZane_vAlA/wejZa_raPwAra_se_calane_vAlA/vijFApana_hewu_puswikA
flying	@@@adjective::udZane_vAlA/laharAwa_huA/udZane_vAlA@@@noun::udZAna/havAI_yAwrA
flyleaf	@@@noun::korA_pannA/kiwAba_kI_jilxa_kA_pahalA_pannA
flyover	@@@noun::UparI-mArga_pula/salAmI_udZAna/havAI_pula/sadZaka_ke_Upara_pula
flypast	@@@noun::havAI_pula
flysheet	@@@noun::awirikwa_cAxara/wambU_kA_bAharI_kavara
flyspeck	@@@adjective::CotA_sA
flyweight	@@@noun::halkA_pahalavAna/halkA_mukkebAjZa/kuSwI[mukkebAjZI]_kA_eka_varga
flywheel	@@@noun::gawipAlaka_cakra/maSIna_meM_lagA_lohe_kA_BArI_cakra
foal	@@@noun::baCedZA/GodZe_kA_CotA_baccA@@@verb::biyAnA/GodZI_kA_baccA_pExA_honA
foam	@@@noun::PZoma/JAga/Poma@@@verb::JAga_nikalanA
foamy	@@@adjective::JAgaxAra/JAga_ke_samAna/JAga_sahiwa
fob	@@@noun::GadZI_raKane_kI_jeba/GadZI_kI_cena/GadZI_kA_PIwA/CotI_cena
focal	@@@adjective::nABIya/kenxrIya/Pokasa_meM_honA
focus	@@@noun::PZokasa/prakASa/Pokasa/muxxA/kiraNa_binxu/keMxrabinxu/keMxra/keMxra_biMxu@@@verb::XyAna_kenxriwa_karanA/XyAna_keMxriwa_karanA/xeKane_yogya_honA/saMkenxriwa_karanA/lensa_TIka_karanA/keMxriwa_honA/sAPa_xiKAI_xenA/kenxriwa_karanA
focussed	@@@adjective::sAPa_xiKanA
fodder	@@@noun::cArA/paSuoM_kA_cArA/samAcAra
foe	@@@noun::Sawru/xuSmana
foetal	@@@adjective::BrUNa_saMbaMXI/BrUNa_jEsA/gola_hokara_letanA
foetid	@@@adjective::xurgaMXayukwa/baxabUxAra
foetor	@@@noun::xurgaMXa
foetus	@@@noun::BrUNa
fog	@@@noun::kuhAsA/koharA@@@verb::XuMXalA_kara_xenA/ulaJA_xenA/kuhare_se_Daka_jAnA/GabarA_jAnA/kohare_se_GiranA/Brama_pExA_honA
fogey	@@@noun::xakiyAnUsI
fogginess	@@@noun::aspaRtawA
foggy	@@@adjective::koharexAra/XuzXalA/BramapUrNa
foghorn	@@@noun::koharA_BoMpU
fogy	@@@noun::xakiyAnUsI/purAne_vicAra_kA_vyakwi
foible	@@@noun::kamajZorI/CotI_cAriwrika_xurbalawAyeM
foil	@@@noun::XAwu_kA_mahIna_pawwara/paripUraka@@@noun::walavAra/uBAraka/parNikA/pannI/pawalI_walavAra@@@verb::viPala_kara_xenA/rodZe_atakAnA
foilage	@@@noun::pawwiyAz
foiled	@@@adjective::viPala
foist	@@@verb::para_WopanA/bevakUPa_banAnA
folacin	@@@noun::PZolEsina
folate	@@@noun::PZoleta
fold	@@@noun::XarmasaMGa/teMta/PeMtA/PeMta/murrI/modZa_kI_lakIra/GerA/BedZoM_kA_bAdZA/aztI/aMtI/BedoM_ko_raKane_kA_bAdZA/samuxAya@@@noun::cunnata/modZane_kA_niSAna/cattAna_meM_modZa@@@verb::xoharA_katanA/xoharA_karanA/waha_karanA/snehAliMgana_karanA/modZa_xenA/modZanA/milAnA/lapetanA/DakanA/cipatAnA/CAwI_se_lagAnA/baMxa_padZanA/baMxa_ho_jAnA/BAMJanA/Avqwa_karanA/baMxa_karanA/samApwa_honA
foldaway	@@@adjective::mudZane_vAlA/jo_modZA_jA_sake
folder	@@@noun::PZoldara/PZAila/PAIla
folderol	@@@noun::bakavAsa
foliage	@@@noun::parNa-samUha
folio	@@@noun::eka_bAra_modZA_huA_kAgajZa
folk	@@@adjective::loka@@@noun::loka_saMgIwa/loga/janawA/loka_paramparAnusAra
folklore	@@@noun::lokasAhiwya/pOrANika_kaWA
folklorist	@@@noun::lokasAhiwya-aXyewA/loka_kaWAoM_kA_aXXayana_karane_vAlA
folks	@@@noun::sage-saMbaMXI/mAwA-piwA
folksy	@@@adjective::pAraMparika/milanasAra/miwrawApUrNa/paramparAgawa
follicle	@@@noun::roma_Cixra
follow	@@@noun::anugawi@@@verb::sAWa_xenA/pICe-pICe_calanA/pICA_karanA/pariNAma_nikalanA/pAlana_karanA/cAlU_raKanA/anusaraNa_karanA/anukaraNa_karanA/anugamaNa_karanA/pICe_jAnA/AjFA_mAnanA/anugamana_karanA/samaJanA/XyAna_se_sunanA/varNana_karanA/Gatiwa_honA/1arWa_nikalanA
follower	@@@noun::anuyAyI/anusaraNakarwA/anugAmI/anuyAyI
following	@@@adjective::sahAyaka/nimnAMkiwa/nimnaliKiwa/anugAmI/AgAmI/agalA/Age_xiyA_huA@@@noun::SiRya-samuxAya@@@preposition::hone_para
folly	@@@noun::PZalI/mUrKawA
foment	@@@verb::ukasAnA
fond	@@@adjective::priya/premI/priya
fondant	@@@noun::PZandenta_taPZI/PZandenta
fondle	@@@verb::xulAranA/pucakAranA
fondly	@@@adverb::premapUrvaka/Bolepana_se
fondness	@@@noun::sneha/lagAva/JukAva/sneha
fondue	@@@noun::PZandyU/barwana{jisameM_cIjZa_yA_wela_pakAyA_jAwA_hE_Ora_usameM_breda_ke_tukadZe_dubo_dubo_kara_KAe_jAwe_hEM}
font	@@@noun::PZaMta/pavitra_hOxI/akRara/jalakuNda
food	@@@noun::praloBana/KAxya_paxArWa/KAxya/KAnA/Bojana/anna/AhAra
foodstuff	@@@noun::KAxya_paxArWa
fool	@@@adjective::mUrKa/bevakUPa@@@noun::Pala_ke_rasa_kA_Sarbawa/mUrKaa/mUrKa@@@verb::XoKA_xenA/cAla_calanA/bevakUPZa_banAanA/mUrKa_banAnA
foolery	@@@noun::bevakUPZI
foolhardy	@@@adjective::xuHsAhasI
foolish	@@@adjective::nAsamaJa/mUrKawApUrNa/mUrKa/bewakUPa/bevakUPa
foolishly	@@@adverb::mUrKawA_se
foolishness	@@@noun::mUrKawA
foolproof	@@@adjective::viSvasanIya_Ora_AsAna/pakkA
foolscap	@@@noun::PulaskEpa/kAgajZa_kA_eka_nApa
foot	@@@noun::PZutaa/Puta/pEra/pAzva/pAyA/pahAdZa_kI_warAI/nicalA_sirA/AXAra/Puta{nApa}/pAxa/caraNa{kaviwA_meM}@@@verb::lAwa_mAranA/cukAnA/BUgawAna_karanA
footage	@@@noun::PZutamAna/PZilma_kA_hissA/PutamAna
football	@@@noun::PZutabAla/PutabOYla
footballer	@@@noun::PZutabala_kA_KilAdZI/PutabAla_kA_KilAdZI
footballing	@@@adjective::PZutabala_saMbaMXI/PutabAla_kA
footbridge	@@@noun::pExalapula/pula{kevala_paxayAwriyoM_ke_liye}
footer	@@@noun::pExala_calane_vAlA/laMbAI_cOdZAI
footfall	@@@noun::pEroM_kI_Ahata/calane_kI_AvAjZa
foothill	@@@noun::giripITa/CotA_parvawa_jo_badZe_parvawa_ke_AXAra_meM_ho
foothold	@@@noun::pAzva_raKane_kI_jagaha/pakadZa/surakRiwa_sWAna/pEra_tikAne_kA_sWAna
footing	@@@noun::sWiwi/pEroM_kA_jamAva/AXAra/saMwulana/paxavI
footlights	@@@noun::PUtalAita/PUtalAit
footling	@@@adjective::bekAra_kA
footloose	@@@adjective::svawantra/kahIM_BI_jAne_ko_AjZAxa
footman	@@@noun::nOkara/varxIXArI_sevaka
footnote	@@@noun::pAxa_tippaNI/pAxatippaNI
footpath	@@@noun::PutapAWa/pExala_rAswA/pagadaNdI/pagadaMdI/pExalapaWa
footprint	@@@noun::paxacinha/pEra_kA_cihna
footrest	@@@noun::pAyaxAna/pAxapITa/maciyA
footsie	@@@noun::kisI_ke_pEra_ko_apane_pEroM_se_sparSa_karanA
footslog	@@@verb::pEra_GasIta_kara_calanA
footsore	@@@noun::pEroM_ke_CAle
footstep	@@@noun::pEroM_kI_Ahata/kaxama/caraNacinha/kZaxama
footstool	@@@noun::pAxapITa/maciyA/pEra_raKane_ke_lie_CotA_stUla
footsure	@@@adjective::na_dagamagAne_vAlA
footwear	@@@noun::jUwA/jUwe/cappala
footwork	@@@noun::Putavarka/kaxama
fop	@@@noun::CEla-CabIlA
foppish	@@@adjective::banA-TanA
for	@@@conjunction::kyoMki@@@preposition::ke_liye/ke_lie/ke_liye/kI_ora_se/ke_hisAba_se/waka
forage	@@@noun::cArA@@@verb::DUzDZanA/cArA_KojanA/Koja_meM_GUmanA
foragecap	@@@noun::sEnika_topI{varxI_kA_hissA_nahIM}
foray	@@@noun::sEra/prAraMBika_prayawna/AkramaNa_karanA/CApA_mAranA/saSakwa_prayAsa
forbear	@@@noun::pUrvaja@@@verb::apane_Apa_ko_roka_pAnA/bAjZa_AnA
forbearance	@@@noun::sahiRNuwA/XErya
forbearing	@@@adjective::sahiRNu/XErya_raKanevAlA
forbid	@@@verb::varjiwa_karanA/rokanA/niReXa_karanA/manA_karanA
forbidden	@@@adjective::varjiwa/niRixXa
forbidding	@@@adjective::darAvanA/aprIwikara
forbiddingly	@@@adverb::darAvane_DaMga_se/GqNA_se
force	@@@noun::xala/xabAva/wAkawa/tukadZI/sEnyaxala/Sakwi/rukAvata/pracaNdawA/nEwika_Sakwi/jora/guNa/bala/balaprayoga/senA/badZI_saMKyA/lAgU_honA@@@verb::XakelanA/xabAva_dAlanA/vivaSa_kara_xenA/vivaSa_karanA/Sakwi_prayoga_karanA/majabUra_karanA/lAcAra_karanA/kqtrima_upAya_xvAra_prOdZawA_lAnA/kqtrima_upAya_xvAra_paripakwa_karanA/jabraxaswI_nikAlanA/jabarxaswI_karanA/jabarxasI_nikAlanA/jabaraxaswI_nikAlanA/jabaraxaswI_KolanA/GusA_xenA/bAXya_karanA/balapUrvaka_KolanA/balapUrvaka_dAlanA/balapUqvaka_wodZanA/jabaraxaswI_uwpanna_karanA/balapUrvaka_GusanA/nikalanA
forced	@@@adjective::balapUrNa/anivArya/balakqwa/kqwrima
forceful	@@@adjective::saSakwa/praBAvaSAlI/balapUrNaa/joraxAra/ojasvI
forcefully	@@@adverb::saSakwa_rUpa_se/jZoraxAra_warIke_se
forcefulness	@@@noun::prabalawA
forcemeat	@@@noun::katA_huA_masAlexAra_goSwa/acCI_waraha_kAtA_huA_goSwa
forceps	@@@noun::cimatI/cimatA/yanwra{Salya_cikawsA_meM_prayoga_honevAlA}
forces	@@@noun::senA
forcible	@@@adjective::jZora-jZabarxaswI_kA/balapUrNa/balasampAxiwa
forcibly	@@@adverb::balapUrvaka
ford	@@@noun::GAta/uWalI_jagaha{naxI_ke_pAsa}@@@verb::pAra_karanA
fore	@@@adjective::Age_kA@@@adverb::sAmane/Age/sAmane@@@noun::galahI
forearm	@@@noun::agraBuja/hAWa{kohanI_waka}@@@verb::pahale_se_wEyAra_karanA/wEyArI_karanA
forebear	@@@noun::pUrvaja
foreboding	@@@adjective::apaSakunI@@@noun::pUrvABAsa
forecast	@@@noun::pUrvAnumAna@@@verb::pUrvAnumAna_karanA/bawAnA/pUrvAnumAna_lagAnA
forecaster	@@@noun::pUrvAnumAnakarwrI/pUrvAnumAnakarwA/BaviRyavakwA/pUrvAnumAna_karane_vAlA
forecasting	@@@noun::BaviRyavANI
foreclose	@@@verb::varjiwa_karanA/kabjZA_karanA/rokanA{qNa}
foreclosure	@@@noun::mocana-niReXa/kabjA_kara_lenA{qNa_ugAhI_na_hone_para}
forecourt	@@@noun::agra_prAMgaNa/KulA_mExAna
foredoomed	@@@adjective::Baviwavya/asaPalawA_kA_pUrvABAsa
forefather	@@@noun::pUrvaja
forefinger	@@@noun::warjanI
forefoot	@@@noun::agalA_pEra
forefront	@@@noun::agra_sWAna/sabase_Age
forego	@@@verb::wyAgaenA
foregoing	@@@adjective::pUrvavarwI
foregone	@@@adjective::pUrva_niSciwa/pUrvaniSciwa
foreground	@@@noun::sarvapramuKa_sWAna/agraBUmi
forehand	@@@noun::PorahENda/tenisa_kI_cAlala
forehead	@@@noun::mAWA/maswiRka
foreign	@@@adjective::vixeSI/paraxeSI/Binna/bAhrI/vixeSI@@@noun::vixeSa/paraxeSa
foreigner	@@@noun::vixeSI/paraxeSI/vixeSI
foreknowledge	@@@noun::pUrvajFAna
foreland	@@@noun::ucca_aMwarIpa
foreleg	@@@noun::agalI_tAMga
forelock	@@@noun::alaka
forelplay	@@@noun::cumbana_Axi_kAmuka_kriyAeM
foreman	@@@noun::PoramEna/jyUrIpramuKa/PoramEna
foremost	@@@adjective::sarvaSreRTa/sabase_Age_kA/sarvapraWama/praXAna@@@adverb::muKyawaH/sarvAXika
forename	@@@noun::praWama_nAma/pUrva_nAma
forensic	@@@adjective::viXi_cikiwsASAswra_sambaMXI/nyAyika/vEjFAnika_jAzca{kAnUna_kI_maxaxa_ke_liye_kiye}
foreordained	@@@adjective::pUrvaniSciwa/niyawa
foreordination	@@@noun::prArabXa/BAgya
foreplay	@@@noun::saMBoga_kI_pUrva_krIdZA/pUrva_lEMgika_gawiviXiyAz
forerunner	@@@noun::agraxUwa
foresee	@@@verb::anumAna_lagAnA/aMxAja_lagA_lenA/pUrvAnumAna_lagAnA
foreseeable	@@@adjective::prawyASA_yogya/pUrvABAsa_ke_yogya
foreshadow	@@@verb::pUrvABAsa_xenA
foreshore	@@@noun::agrawata
foreshorten	@@@verb::agrasaMkRepaNa_karanA/xUrI_kA_ABAsa_xenA{ciwrakArI_meM_CotI_reKAoM_xvArA}
foresight	@@@noun::xUraxqRti/agraxqRti
foreskin	@@@noun::SiSnAgracCaxa
forest	@@@adjective::vana@@@noun::vanya_sOnxarya/vana/jaMgala/foresta@@@verb::vqkRa_lagAnA/jaMgala_lagAnA
forestall	@@@verb::pahale_hI_roka_xenA/pahale_hI_bigAdZa_xenA/pahale_se_nivAraNa_karanA
forestalling	@@@noun::pahale_se_hI_nivAraNa
forested	@@@adjective::vanAcCAxiwa
forester	@@@noun::vanapAla/vana_rakRaka
forestry	@@@noun::vanavixyA/vana_nirmANa
foretaste	@@@noun::pUrvAnuBava
foretell	@@@verb::pahale_se_hI_kaha_xenA/BaviRyavANI_karanA/pahale_se_bawAnA
foretelling	@@@noun::BaviRyavANI
forethought	@@@adjective::pUrvavicAriwa@@@noun::pUrva_vicAra
forever	@@@adverb::hameSA_ke_lie/hameSA/saxEva@@@noun::bahuwa_aXika_samaya
forewarn	@@@verb::pUrva_sUcanA_xenA/KabaraxAra_karanA
forewarning	@@@noun::pUrvasUcanA/cewAvanI
foreword	@@@noun::praswAvanA/prAkkaWana
forfeit	@@@adjective::apavarwiwa@@@noun::juramAnA/jurmAnA@@@verb::Ko_bETanA
forfeiture	@@@noun::jZabwI/xaNda
forge	@@@noun::miswrIKAnA/lohAra_kI_xukAna/BatTI/BattI@@@verb::vikasiwa_karanA/nakalI_banAnA/gaDZanA/DAlanA/Age_baDZanA/wapAkara_gaDZanA/banAnA/jAlasAjZI_karanA
forged	@@@adjective::jAlI
forger	@@@noun::jAlasAjZa/jAlasAja
forgery	@@@adjective::nakalI@@@noun::nakala/jAlasAjZI
forget	@@@verb::XyAna_se_nikAla_xenA/ximAga_se_gAyaba_honA/vismaraNa_karanA/socanA_banxa_kara_xenA/BUlA_xenA/BulA_xenA/BUla_jAnAnA/BUla_jAnA
forgetful	@@@adjective::lAparavAha/BulakkadZa
forgetfully	@@@adverb::BulakkadZapana_se
forgetfulness	@@@noun::BUlakkadZapana/BulakkadZapana
forgettable	@@@adjective::BUla_jAne_lAyaka/BUlane_yogya
forgivable	@@@adjective::kRamya
forgive	@@@verb::qNa_mukwa_kara_xenA/mAPa_karanA/kRamA_karanA
forgiveness	@@@noun::kRamA
forgiving	@@@adjective::kRamASIla
forgo	@@@verb::wyAgaenA
forgotten	@@@adjective::vismqwa/prasmqwa/BUlA_huA/BUlA-bisarA
fork	@@@adjective::xuSAKA@@@noun::pAMcA/kAztA/kAMZtA/jaMxara/KAne_kA_kAztA@@@verb::xviSAKiwa_ho_jAnA/tiMglI_se_KoxanA/SAKAyukwa_honA/kAztA_se_uTAnA/kAztA_se_KAnA/kAztA_prayoga_karanA/viBAjiwa_honA/kAzte_se_nikAlanA/KoxanA_Axi
forked	@@@adjective::xviSAKiwa/kAztexAra/kAzte_jEsA
forlorn	@@@adjective::pariwyakwa/kRINa/asahAya/lAcAra/EsI_ASA_jo_pUrI_na_ho_sake/akelA
forlornly	@@@adverb::xayanIya_BAva_se/lAcArI_se
form	@@@noun::xarjA/warIkA/viXi/SiRtAcAra/saByAcAra/Sabxa_rUpa/rUpa/rIwi/prakAra/PArama/nakSA/muxrA/lambI_beMca/kisi_vaswu_ke_wawvoM_ko_ekawra_raKanevAlA_nirmANAwmaka_hewu/kakRA/DAzcA/avasWA/Akqwi/AkAra/prArUpa/CapA_huA_PArma/kAryaviXi@@@verb::wEyAra_karanA/viSeRa_krama_meM_KadZA_karanA/vikasiwa_karanA/vicAra_karanA/uwpAxana_karanA/socanA/sIKanA/saMgaTiwa_karanA/saMgatiwa_karanA/rUpa_xenA/racanA_karanA/parivqwiwa_honA/parivarwiwa_karanA/paMkwibaxXa_karanA/kramabaxXa_honA/kisi_rUpa_meM_Dala_xenA/gaTiwa_karanA/gaDanAanA/gaDanA/banAnA/AMsU_Bara_AnA/Akqwi_xenA
formal	@@@adjective::wawvasambanXI/viXivawa/suvyavasWiwa/SiRtAcAra_ke_anukUla/rUpAwmaka/OpacArika/niyamAnusAra/kramasaMgawa/bAhyarUpa_kA/AkArika/AkAraniRTa
formaldehyde	@@@noun::eka_prakAra_kI_gEsa
formalisation	@@@noun::OpacArIkaraNa
formalise	@@@verb::OpacArika_rUpa_xenA/niRciwa_rUpa_xenA
formalism	@@@noun::rUpavAxa/rIwivAxa
formalist	@@@adjective::rUpavAxI@@@noun::rUpavAxI
formality	@@@noun::SiRtAcAra/OpacArikawA/bAhyAcAra
formalization	@@@noun::OpacArIkaraNa
formalize	@@@verb::OpacArika_rUpa_xenA/niRciwa_rUpa_xenA/niSciwa_rUpa_xenA/niSciwawA
formally	@@@adverb::viXivaw_rUpa_se/OpacArika_rUpa_se
format	@@@noun::prArUpa/prabanXa/ParamEta_banA/ParamEta/bAhya_rUpa/rUpAkAra
formation	@@@noun::suvyavasWiwa_kramaa/racanA/nirmANa/banAvata
formative	@@@adjective::racanAwmaka/vikAsakAlIna
former	@@@adjective::pahalA/BUwapUrva/BUwakAlIna/aba_waka/pahalA{xo_meM_se}@@@adjective::purAnA/pUrva/xo_meM_se_pahalA
formerly	@@@adverb::vigawa_kAla_meM/pahale_jEse/pahale/isse_pUrva/bIwe_hue_samaya_meM
formidability	@@@noun::vikatawA
formidable	@@@adjective::xurjeya/xahalA_xene_vAlA/vikata/xurjeya
formidably	@@@adverb::xurjeya_rUpa_se
formless	@@@adjective::AkArahIna/binA_Akqwi_vAlA
formlessness	@@@noun::AkArahInawA
formula	@@@noun::viXi/sUwra/sixXAnwa/SiSu-AhAra/PAramUlA/nusKA
formulaic	@@@adjective::sUwriwa
formulate	@@@verb::prawipAxiwa_karanA/nirUpiwa_karanA/sUwra_rUpa_meM_banAnA
formulation	@@@noun::sUwrIkaraNa/nirUpaNa
fornication	@@@noun::paraswrIgamana
fornicator	@@@noun::vyaBicArI/paraswrIgAmI
forsake	@@@verb::wyAga_xenA
forsaken	@@@adjective::pUrNawayA_pariwyakwa
forsaking	@@@noun::wyAga
forswear	@@@verb::asvIkAra_karanA/SapaWa_KA_kara_CodZanA
fort	@@@noun::kilA
forte	@@@adjective::ucca@@@adverb::ucca_svara_meM/jZora_se@@@noun::viSiRtawA/koI_cIjZa_jisameM_vyakwi_nipuNa_ho
forth	@@@adverb::bAhara/Age_kI_ora/Age
forthcoming	@@@adjective::spaRtavAxI/Asanna/AgAmI
forthright	@@@adjective::spaRtavAxI/muzhaPZata/spaRtavAxI
forthrightly	@@@adverb::spaRta_rUpa_se
forthrightness	@@@noun::spaRtavAxiwA
forthwith	@@@adverb::POrana/wuranwa
forties	@@@noun::pAzcavA_xaSaka
fortieth	@@@adjective::cAlIsav@@@noun::cAlIsavAz
fortification	@@@noun::suxqDZIkaraNa/kilebaMXI/kilebanxI
fortified	@@@adjective::majabUwa
fortify	@@@verb::suxqDZa_karanA/saSakwa_karanA/puRta_karanA/majabUwa/kilebanxI_karanA
fortissimo	@@@adverb::jZora_se
fortitude	@@@noun::XErya
fortnight	@@@noun::xo_saPwAha/paKavArA/xo_sapwAha
fortnightly	@@@adjective::pAkRika@@@adverb::hara_paKavAdZe_meM
fortress	@@@noun::kilA
fortuitous	@@@adjective::BAgyaSAlI/Akasmika
fortuitously	@@@adverb::BAgya_se
fortuity	@@@noun::aprawyASiwa_GatanA
fortunate	@@@adjective::sOBAgyaSAlI/sOBAgyapUrNa/maMgalamaya/kalyANamaya/BAgyavAn/anukUla/BAgyaSAlI
fortunately	@@@adverb::sOBAgyavaSa/BAgya_se
fortune	@@@noun::vipula_sampawwi/sOBAgya/saPalawA/saMyoga/kismawa/ESvarya/BaviwavyawA/BAgyalakRmI/BAgya/acCA_BAgya
forty	@@@adjective::cAlIsa@@@noun::cAlIsa
forum	@@@noun::saMgoRTI/nyAyAlaya/maMca/janasaBA/goRTI/cOka/saBAsWala
forward	@@@adjective::pUrvakAlika/purogAmI/pragalBa/BAvI_upaja_se_sambanXiwa/AgravarwI/Agrasara/agrasara/aglI_paMkwi_kA/aglA/Age_baDA_huA/Age/agalA@@@adverb::sAmane/Age/Age_kI_ora@@@verb::unnawi_kI_ora_baDZAnA/praswuwa_karanA/BejanA/agrasAriwa_karanA/agrasara_honA/agrapreRiwa_karanA/agle_pawe_para_BejanA/Age_BejanA/Age_baDAnA/baDZAnA
forwardness	@@@noun::wawparawA/uwsukawA/pragawiSIlawA/Owsukya/awyaXika_AwmaviSvAsapUrNa_vyavahAra/AwmaviSvAsa
fossil	@@@noun::rUDZivAxi_vyakwi/jIvASma/jIvAvaSeRa
fossilisation	@@@noun::jIvASmIkaraNa
fossilise	@@@verb::rUDZivAxI_karanA/rUDZivAxI_honA/jIvASma_banAnA/jIvASma_bananA
fossilist	@@@noun::jIvASmavijFAnI
fossilization	@@@noun::jIvASmIkaraNa/jIvAvaSeRana
fossilize	@@@verb::rUDZivAxI_karanA/rUDZivAxI_honA/jIvASma_banAnA/jIvASma_bananA/jIvAvaSeRa_bananA/jyoM_kA_wyoM_raKanA
fossilized	@@@adjective::rUDZivAxI/aSmIBUwa
fossilology	@@@noun::jIvASmikI
foster	@@@adjective::poRaka@@@verb::prowsAhiwa_karanA/prowsAhana_xenA/pAlana-poRaNa_karanA/baDZAvA_xenA/pAlanA
fostered	@@@adjective::prowsAhiwa/poRiwa
fostering	@@@noun::prowsAhana/pAlana-poRaNa
foul	@@@adjective::wUPZAnI/GqNiwa/baxabUxAra/bahuwa_KarAba/aSlIla/aBaxra/niyama_viruxXa@@@noun::niyamollaMGana@@@verb::ulaJAnA/geMxa_bAhara_PeMkanA/gaMxA_karanA/beImAnI_karanA/xURiwa_karanA/ulaJa_jAnA
foully	@@@adverb::GqNiwa_DaMga_se/anuciwa_DaMga_se/anuciwawA_se
foulness	@@@noun::xurgaMXa/gaMxagI/niyama_viruxXawA
found	@@@verb::sWApiwa_karanA/sWApanA_karanA/nirmANa_karanA/AXAriwa_karanA
foundation	@@@noun::sWApanA/saMsWA/nIMva/mUla_sixXAMwa/buniyAxa/AXAra/sWApanA
founded	@@@adjective::AXAriwa
founder	@@@noun::saMsWApaka@@@verb::dUba_jAnA/asaPala_ho_jAnA
foundling	@@@noun::pariwyakwa_SiSu/pariwyakwa_bAlaka
foundry	@@@noun::DalAI-Gara/BattI{Uzce_wApavAlI}
fount	@@@noun::srowa/PZaMta/srowa
fountain	@@@noun::PavvArA/JaranA/PavvArA
fountainhead	@@@noun::srowa
four	@@@adjective::cAra@@@noun::cOkA/cAra_kA_samUha
fourfold	@@@adjective::cOharA/cOgunA/cAra_gunA@@@adverb::cOgunA
foursome	@@@noun::cOkadZI/cAra_vyakwiyoM_kA_JuMda
fourteen	@@@adjective::cOxaha@@@noun::cOxaha
fourteenth	@@@adjective::cOxahvAz
fourth	@@@determiner::cOWA@@@pronoun::cOWA
fowl	@@@noun::pakRI-mAzsa/pakRI/AhArayogya_pakRa/[pAlawU]_cidZiyA@@@verb::cidZiyoM_kA_SikAra_karanA
fowler	@@@noun::baheliyA
fox	@@@noun::XUrwa_vyakwi/lomdZI_kA_baccA/lomdZI/lomadZI_kA_carma/cAlAka_Orawa/cAlAka_manuRyaa/lomadZI/kapatI_vyakwi@@@verb::XoKA_xenA/Xabbe_dalakara_gaMxA_karanA/samaJane_meM_nahIM_AnA/paSopeSa_meM_dAlanA
foxglove	@@@noun::bEganI_yA_Svewa_puRpa_kA_laMbA_pOXA/PUloMvAlA_pOXA
foxhole	@@@noun::golAbArI_karane_kI_KAI
foxhound	@@@noun::lomadZI_kA_SikAra_karane_vAlA_kuwwA
foxily	@@@adverb::XUrwawApUrvaka
foxiness	@@@noun::XUrwawA
foxtrot	@@@noun::Paksa_trata
foxy	@@@adjective::XUrwa/makkArIpUrNa/lomadZI_jEsA/kutila/kapatI/AkarRaka/cAlAka
foyer	@@@noun::upakakRa/prawIkRA-sWala/barAmxA{sinemAGara_iwyAxi_meM_Gusawe_hI}
fracas	@@@noun::upaxrava/xaMgA_PasAxa
fraction	@@@noun::WodZA/KaMda/Binna/WodZA_sA
fractional	@@@adjective::BinnIya/AMSika/WodZA_sA
fractionally	@@@adverb::AMSika_rUpa_se/WodZA_sA
fractious	@@@adjective::uxxaMda/cidZacidZA
fractiousness	@@@noun::ucCqMKalawA
fracture	@@@noun::xarAra/viBaMjana/asWi-BaMga/tUtanA/BaMjana@@@verb::tUta_jAnA@@@verb::wodZa_lenA/tUta_jAnA/BaMga_honA/wodZa_lenA[xenA]
fractured	@@@adjective::tUtA_PUtA/tUtA_huA
fradulently	@@@adverb::kapatapUrNa_DaMga_se
fragile	@@@adjective::xurbala/sukumAra/kamajZora/BaMgura/nAjZuka
fragility	@@@noun::BaMgurawAA/nAjZukapana
fragment	@@@noun::tukadZA@@@verb::tukadZe_tukadZe_honA/wodZanA
fragmentary	@@@adjective::KaMdiwa/Cote_Cote{tukadZoM_meM}
fragmentation	@@@noun::viKaMdana
fragrance	@@@noun::sugaMXa/iwra/suganXa/KuSabU
fragrant	@@@adjective::suganXiwa
fragrantly	@@@adverb::suganXa_se
frail	@@@adjective::kamajora/kamajZora
frailness	@@@noun::kamajZorI
frailty	@@@noun::kamajZorI
frambesia	@@@noun::PZrEMbIjZiyA/nyupaxaMSa
framboesia	@@@noun::PZrEMbIjZiyA/nyupaxaMSa
